1	Nallughhaghmeng elpesi Galatia-ghmiini! Kitum puughtisi? Puygustegguu aapghwaaqaqsaqegka Jesus Christ-am tuqullgha qaquurakun?
2	Aaptaghllamsi: naten allgeghtekaqestekek Agleghnalghiik Taghneghak, qaatkutelleghpesigun Liilightuusanun nalighmeng ugpeqelleghpesigun nagatkaghsi?
3	Nalluupigetsii? Agleghnalghiignekun Taghneghagnekun piinlighluku nutaghaq unguvalleghsi, apeghiighnaqestegguu-u elpesineng katam?
4	Ikfiqelleghsi temnginguftaa? Ugpeqepestaaghaqa temngingunghituq.
5	Kiyaghneghem tuunegkaqisii-i Taghneghagmineng, allaaghlluwhaghtikaawalluu akulegpesini qayughllak qaatkegkesi Liilightuusat, nalighmeng ugpeqegkesi nagaquqaghsi?
6	Akuzitet Igaqegkat aapqaqaat Abraham-em ugpeqegkaqaa Kiyaghneq, enkaam Kiyaghneghem nallghusaqaqaa elqughutngalleghminun.
7	Enkaam elpesi liisimakelleqasi tamaakut ugpeqillelget Kiyaghneghqun Abraham-em kinguneghpigaqii.
8	Akuzitet Igaqegkat aapqestaqaqaat Kiyaghneghmun nallghusaghnaqniluki Gentile-et elqughutngalleghminun ugpeqillghitgun. Neghighluku Kiyaghneghem aapqaqaa taana Pinilghii Ungipaq Abraham-emun, whaten piiqngami, “Qamagtengngwaaghluteng nunam ramkengi quyastellengnaqnguut elpegun.”
9	Abraham-em ugpeqegkaqaa enkaam quyastellengegkaq. Tawateghpigaq tamaghhaghmi ugpeqilghii quyastellengyaghqaaguq ellngatun.
10	Iwernga Kiyaghneghem aghyuughyaghqaqii tamaakut sighimalghiit qaatkutelleghmegteggun Liilightuusanun nallghusaghlleqniluteng elqughutngallghanun. Qayughllak igaqngaaq Akuzitni Igaqegkani whaten, “Kitum alngunak qaatkenghilkaki tamaghhiita igaqngalghiit igiitgun Liilightuusat nanqigtellengellequq aghyuughyaghqaaluni.”
11	Whateghlluwaaq liigiknaghtuq, kina alngunak nallghusaghyaghqaanghituq Kiyaghneghem elqughutngallghanun qaatkutelleghmikun Liilightuusanun. Qayughllak Akuzitet Igaqegkat pikaagut, “Taana Kiyaghneghem nallghusaqaa elqughutngalleghminun kiyaghllequq ugpelleghmikun.”
12	Iwernga qaatkullghii Liilightuusanun sighimangunghituq ugpelleghqun, qayughllak Akuzitet Igaqegkat pikaagut, “Sighimalghii Liilightuusatgun kiyaghllequq qaatkelluki.”
13	Enkaam Kiyaghneghem nanqigtekaqiinkut aghyuughnaluta apalluqluki Liilightuusat, iwernga Christ-am naveghqellikaqiinkut nanqiglleghqamnneng tugulleghmikun aghyuulleghqaghput. Qayughllak Akuzitet Igaqegkat pikaagut, “Nanqigtekaaguq aghyuughyaghqaaluni tamaghhaghmi agaghtekaq uqfigkun.”
14	Christ Jesus-em naveghqellikaqiinkut enkaam ellngakun Kiyaghneghem quyastekaqii Gentile-et taagken ataasimeng quyastelleghmeng akequsaqegkaminun Abraham-emun. Enkaam ugpelleghqun allgeghtagput Taghneghak Kiyaghneghem akequsaqegkakek.
15	Ugpeqaalgutemni, ungipaataghllamsi usputaghqameng aghhutanga tamaghhaan piiqelghiineng: yugek akequskumek sameng, igaqluku igakun, ateteklu igaqlukek, kitum alngunak aghuliighsaghqaqenghitaa akeqututellghak nalighmeng ilayaghqaqenghitaa.
16	Kiyaghneq akequsangllaghteqaaguq Abraham-emunllu kingunghanunllu. Kiyaghneghem akequsangllaamangitii, “Kingunghi,” Akequsangllaghteqaaguq ataasiinaghmun kinguneghmun, taana Christ-anguuq.
17	Taana liigikesugaqsaghaqa: Kiyaghneq akequsangllaqaaguq Abraham-emun enkaam akequsani pinaqnikaqaa. 430 ayumiqullghet kingungitneng akeqilleghmi, Kiyaghneghem tuunegkii Liilightuusat. Taakut Liilightuusat taana akequsaq satngunanighqennaanghitaa nalighmeng naafqennaanghitaa.
18	Liilightuusatgun allgeghhnaqngukumteggu Kiyaghneghem tunusaa, taawa akequsaakun allgeghhnaanghitaghput. Iwernga akeqilleghmikun Kiyaghneghem tunusani tuunegkaqaa Abraham-emun.
19	Sangameng Liilightuusat tuunegkaawat? Tuunegkaagut yugnun liigikesqelluki anaggutellghit seghleghqellghuniluki. Taakut Liilightuusat tawatetkaagut kenlanga kinguneq tagillghanun. Ellnganguuq Kiyaghneghem akequsangllaqaa. Taakut Liilightuusat Kiyaghneghem yaqulegteggun tuunegkaqii Moses-mun. Taagken Moses-em uygukutistem tuunegkaqii yugnun.
20	Iwernga uygukutistesughniituq ataasiq akeqikumi. Kiyaghneq ataasighhaatmineng uygukutistesughniituq.
21	Liilightuusaat tengvimun ayuqatkii Kiyaghneghem akequsii? Nakaa, yeghlegillu! Liilightuusam unguvallengesaghqaqsaqumikut, taawa Kiyaghneghem nallghusaghnayaghiinkut elqughutngalleghminun taaggun Liilightuusakun.
22	Iwernga Akuzitet Igaqegkat pikaagut qamaglluki nunam yugi seghleghqellghem anusimingllaghaqii. Enkaangam Kiyaghneghem akequsaqegkani tuunelleqaa ugpeqikaghhiinaghnun Jesus Christ-ameng.
23	Salin ugpellghilluku anusimingllaghaayaghtukut Liilightuusanun. Liilightuusat aaghqutaqnguyaghiinkut kenlanga Kiyaghneghem whangkunnun liitestellghanun ugpelleq.
24	Liilightuusat apaqutisteksaghaput kenlanga Christ-am tagillghanun. Enkaam maaten ugpeqillemteggun Christ-akun, Kiyaghneghem nallghusaghyaghqaaghtiinkut elqughutngalleghminun.
25	Ugpelleq tagitanganeng Christ-akun Liilightuusat apaqutisteknanighaput.
26	Ugpeqilleghpesigun Christ Jesus-kun, qamagllusi Kiyaghneghem avaqutaqiisi.
27	Paaptaayaaqngafsi Christ-amun, aallghiistun Christ-a pikaqaghsi tawaten pilugugaqelleghpesistun.
28	Allangughutngitut Jews-etlu Gentile-etlu; allangughutngitut qepghaghtelaaghetlu qepghaghtelaaghunghilnguutlu; allangughutngitut yugetlu aghnatlu, qayughllak qamagllusi atunem ayuqusi Christ Jesus-kun.
